Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
0,0.0,6.098508508737422,0.0013110822685181225,6.0992506863026135,0.0012116673156577216
51,0.00021382400034841739,2.2146056791146598,0.3814113587141037,2.393688440322876,0.34857900937398273
52,0.0002180166278062295,2.0845254212617874,0.39886383588115376,2.3705013593037925,0.352983295917511
53,0.0002222092552640416,2.011419494946798,0.41383899251619977,2.3686678806940713,0.3567038377126058
54,0.00022640188272185372,1.9533601651589076,0.4268192599217097,2.3780343532562256,0.35539979736010235
55,0.00023059451017966583,1.8992180526256561,0.43582511444886524,2.374634861946106,0.3588639994462331
56,0.00023478713763747794,1.8691381563742955,0.44619915386041004,2.3979439735412598,0.3604016403357188
57,0.00023897976509529002,1.8223874668280284,0.45370854313174885,2.4171584049860635,0.3608744243780772
58,0.00024317239255310213,1.7615099648634593,0.46676965554555255,2.414607604344686,0.3602897524833679
59,0.00024736502001091425,1.7174487511316936,0.47785479202866554,2.4624637762705484,0.3582637508710225
60,0.00025155764746872633,1.6985848049322765,0.48321512217322987,2.4681994120279946,0.34844231605529785
61,0.00025575027492653847,1.626181383927663,0.4998174210389455,2.4869924783706665,0.3543119728565216
62,0.00025994290238435055,1.6503844807545345,0.4942512760559718,2.48963463306427,0.351951003074646
63,0.0002641355298421627,1.5720656663179398,0.5129705667495728,2.5259954929351807,0.3475201626618703
64,0.00026832815729997477,1.5478311628103256,0.5215084788699945,2.55147385597229,0.349342147509257
65,0.00027252078475778686,1.5183167258898418,0.5304371801515421,2.574912667274475,0.3501993517080943
66,0.000276713412215599,1.4960775623718898,0.5336721191803614,2.5959792931874595,0.3447123368581136
67,0.0002809060396734111,1.460589274764061,0.5428856872022152,2.650096893310547,0.34534770250320435
68,0.0002850986671312232,1.4650384187698364,0.5428824958701929,2.6157379945119223,0.3465522726376851
69,0.0002892912945890353,1.3990746761361759,0.5615139355262121,2.670413931210836,0.34421788652737934
70,0.0002934839220468474,1.4075442800919216,0.5601254751284918,2.718989372253418,0.3447202940781911
61,0.00025575027492653847,2.215797166029612,0.38226603468259174,2.37058424949646,0.3516983091831207
62,0.00025994290238435055,2.0691364854574203,0.4041975724200408,2.352111498514811,0.35876141985257465
63,0.0002641355298421627,1.9656380166610081,0.42313897733887035,2.3357536792755127,0.36643703778584796
64,0.00026832815729997477,1.912012408177058,0.43372315540909767,2.3438400427500405,0.3625902434190114
65,0.00027252078475778686,1.8607380489508312,0.44509189451734227,2.3764701684316,0.36167044440905255
66,0.000276713412215599,1.8131959090630214,0.4579247757792473,2.394424239794413,0.3632996877034505
67,0.0002809060396734111,1.752993067105611,0.47072339057922363,2.398081421852112,0.36364081501960754
68,0.0002850986671312232,1.7302236755688984,0.47327637175718945,2.431187152862549,0.35653752088546753
69,0.0002892912945890353,1.7085387359062831,0.48111310849587124,2.4461528857549033,0.3611852824687958
70,0.0002934839220468474,1.6544830898443859,0.49240680908163387,2.4942880471547446,0.3543316920598348
71,0.0002976765495046595,2.1730105727910995,0.3863764877120654,2.3638594150543213,0.352831890185674
72,0.0003018691769624716,2.0516061782836914,0.40608533720175427,2.340185046195984,0.35945241649945575
73,0.00030606180442028374,1.9794019212325413,0.42241890355944633,2.3590140342712402,0.36505622665087384
74,0.00031025443187809583,1.903273676832517,0.4361276204387347,2.3737000624338784,0.3591315547625224
75,0.0003144470593359079,1.858726054430008,0.44584405049681664,2.365769704182943,0.36695361137390137
76,0.00031863968679372005,1.7958041975895565,0.46122174089153606,2.384470582008362,0.36533252398173016
77,0.00032283231425153213,1.7462424486875534,0.47101910536487895,2.416177193323771,0.3645376960436503
78,0.00032702494170934427,1.7036266128222148,0.4810427625974019,2.4349312782287598,0.3617000977198283
79,0.00033121756916715636,1.6551863451798756,0.4936712471147378,2.470693349838257,0.3603614668051402
80,0.00033541019662496844,1.6208780854940414,0.5029232663412889,2.5032444397608438,0.35788987080256146
81,0.0003396028240827806,1.5872264405091603,0.5114126900831858,2.516411304473877,0.3548632562160492
82,0.00034379545154059266,1.5339139252901077,0.522672230998675,2.5262176195780435,0.3573997418085734
81,0.0003396028240827806,2.1815279771884284,0.38639934981862706,2.377524455388387,0.352763295173645
82,0.00034379545154059266,2.0244523684183755,0.41347888732949895,2.3580090602238974,0.3584450880686442
83,0.0003479880789984048,1.9147676080465317,0.42972277477383614,2.3662431637446084,0.3549888531366984
84,0.0003521807064562169,1.8820982227722804,0.43780166407426196,2.3739184935887656,0.3607737223307292
85,0.000356373333914029,1.817622904976209,0.4531272066136201,2.3751641511917114,0.35971874992052716
